Status,PageTime_ms,TotalServerTime_ms,TotalBrowserTime_ms,Action_count,Api_count,Db_count,DbTime_ms,Xhr_count
Regression,2704,2823,1720,13,52,287,1211,10
Invalid,2285,1941,1726,13,52,285,515,10
Invalid,2481,2502,1864,13,59,321,477,10
Success,2368,2036,1720,13,52,289,536,10
Success,2193,2484,1757,13,50,333,487,10
Invalid,1830,1653,1058,9,32,152,295,6
Invalid,2238,2283,1670,13,50,285,516,10
Regression,2918,2486,1996,13,59,319,456,10
Success,2420,2514,1857,13,52,291,485,10
Success,2147,2224,1726,13,50,285,562,10
Success,2088,2336,1655,13,50,289,560,10
Invalid,8747,9288,1877,13,50,289,7443,10
Success,2186,2277,1785,13,50,287,589,10
Regression,2548,2316,1913,13,59,377,516,10
Regression,2957,2795,1661,13,52,287,807,10
Success,2378,2252,1705,13,54,286,491,10
Success,2294,1919,1686,13,52,291,504,10
Success,2138,2361,1711,13,50,285,557,10
Success,2192,2115,1607,13,52,291,497,10
Invalid,2369,2190,1672,13,59,323,483,10
Invalid,2083,2227,1543,13,50,287,544,10
Invalid,3901,4551,1644,13,52,289,2581,10
Invalid,2628,2462,1993,13,50,292,478,10
Invalid,3535,4056,1652,14,52,287,2104,10
Success,2111,2217,1631,13,52,287,509,10
Invalid,2306,2439,1659,13,50,289,600,10
Success,2496,2233,1719,13,59,319,460,10
Success,2119,2256,1691,13,50,287,559,10
Success,2205,2114,1616,13,59,319,519,10
Success,2173,2071,1712,13,50,289,504,10
Invalid,4791,6030,1767,13,52,295,3345,10
Invalid,2835,2239,2177,13,50,329,469,10
Invalid,2178,2584,1582,13,59,319,512,10
Success,2155,1826,1751,13,0,0,0,11
Success,2279,2109,1847,13,50,287,518,10
Regression,2533,2253,1863,13,59,317,483,10
Success,2325,2516,1809,13,59,323,508,10
Regression,2542,2184,1918,13,59,321,522,10
Success,2072,2154,1553,13,50,285,509,10
Success,2111,2314,1574,13,50,287,564,10
Success,2189,2362,1657,13,50,294,488,10
Invalid,1553,1786,1371,12,57,321,362,10
Success,2207,2912,1647,13,54,286,619,10
Regression,2625,2222,1608,13,52,287,335,10
Regression,2561,2606,1832,13,52,291,479,10
Regression,2553,2099,1849,13,59,317,499,10
Invalid,2284,2427,1677,13,59,320,557,10
Invalid,2509,2342,1893,13,54,286,498,10
Invalid,3174,3789,1586,14,52,291,1726,10
Success,2279,2285,1791,13,54,323,471,10
Invalid,2608,2439,2909,13,54,319,481,10
Invalid,2204,2077,1113,9,32,155,282,6
Success,2385,2254,2839,13,54,319,468,10
Regression,2966,2225,1663,13,52,287,360,10
Success,2322,2165,1939,13,50,287,528,10
Success,2208,2140,1769,13,50,287,519,10
Success,2209,2295,1786,13,50,287,572,10
Invalid,3188,2462,2317,13,59,321,472,10
Invalid,2088,2471,1543,13,50,333,477,10
Success,2233,1914,1691,13,50,285,512,10
Invalid,2084,2487,1572,13,50,327,473,10
Invalid,1812,2353,1341,12,49,283,376,10
Invalid,2104,2309,1674,13,50,287,527,10
Success,2333,2841,1632,13,52,329,515,10
Success,2139,2211,1726,13,59,323,481,10
Invalid,2235,2048,1717,13,50,291,517,10
Regression,2796,2137,1764,13,59,319,502,10
Invalid,2280,2072,1695,13,50,291,515,10
Invalid,3178,3399,1630,14,52,289,1360,10
Success,2326,2153,1694,13,59,325,485,10
Regression,3474,4006,1679,13,52,287,1784,10
Success,2192,2079,1814,13,59,319,468,10
Success,2086,2438,1519,13,50,371,532,10
Regression,2636,2317,1593,14,52,289,312,10
Success,2157,2183,1750,13,50,289,515,10
Invalid,3984,4525,1662,13,52,287,2496,10
Invalid,1138,1454,810,6,30,193,257,6
Invalid,2449,2816,2877,13,62,329,500,10
Success,2237,1956,1761,13,50,291,500,10
Success,2214,2390,1620,13,50,293,529,10
Regression,2681,2100,2042,13,59,325,508,10
Success,2259,1998,1765,13,50,291,512,10
Success,2118,2540,1628,13,50,331,498,10
Success,2213,2518,1657,13,50,335,480,10
Success,2290,2098,1803,13,59,319,545,10
Invalid,2322,2352,1708,13,50,294,483,10
Success,2370,2463,1958,13,59,321,465,10
Invalid,1939,1783,1040,9,32,152,281,6
Success,2254,2057,1802,13,59,323,520,10
Regression,2733,2183,1623,14,52,289,316,10
Invalid,2182,2052,1672,13,50,285,549,10
Success,2138,2364,1723,13,50,373,527,10
Success,2336,2289,1673,13,54,290,503,10
Success,2076,2014,1513,13,50,289,497,10
Regression,2506,1891,1823,13,59,321,482,10
Invalid,2253,2228,1834,13,59,321,474,10
Regression,2572,2244,2012,13,59,377,511,10
Success,2299,2017,1785,13,52,291,507,10
Invalid,2278,2359,1957,13,50,292,636,10
Success,2233,2324,1847,13,50,289,527,10
Invalid,2130,2672,1583,13,50,339,569,10
Invalid,2257,2661,1692,13,50,288,547,10
Success,2446,2216,1737,13,54,286,491,10
Success,2067,1900,1816,13,0,0,0,11
Success,2218,2313,1794,13,59,312,466,10
Success,2198,2041,1833,13,50,287,513,10
Regression,4909,8195,1629,13,73,538,614,10
Invalid,2363,2033,1808,13,50,289,513,10
Regression,2632,2346,1949,13,52,291,469,10
Invalid,2353,2463,1669,13,50,298,481,10
Success,2190,2355,1613,13,50,285,555,10
Success,2423,2945,1555,13,59,325,496,10
Regression,2648,2058,1912,13,59,317,468,10
Invalid,2183,2309,1677,13,59,313,547,10
Regression,2972,2302,1675,13,52,289,433,10
Success,2410,2133,1758,13,54,317,474,10
Success,2159,2326,1655,13,50,333,477,10
Invalid,1623,2074,1303,12,49,285,364,10
Invalid,3129,2238,3241,14,58,288,507,11
Success,2204,2490,1617,13,50,331,597,10
Success,2498,2163,2056,13,59,319,528,10
Success,2297,2078,1658,13,59,323,511,10
Invalid,1070,1111,864,6,30,149,251,6
Success,2101,2267,1739,13,50,291,531,10
Success,2187,2315,1682,13,50,287,545,10
Invalid,3868,4266,1626,14,53,289,2265,10
Success,2386,2156,1682,13,54,286,481,10
Success,2155,2313,1654,13,50,327,470,10
Success,2473,2109,1862,13,54,325,464,10
Regression,3340,2322,1718,13,52,289,423,10
Success,2296,2037,1704,13,52,285,491,10
Success,2353,2235,1744,13,59,319,568,10
Success,2173,2071,1712,13,50,289,504,10
Invalid,2267,1958,1840,13,59,323,468,10
Invalid,2098,1847,1193,9,32,154,289,6
Success,2059,2224,1765,13,58,328,345,10
Regression,4459,5501,1621,14,52,285,3282,10
Invalid,2215,1991,1857,13,50,291,506,10
Success,2330,2094,1920,13,50,287,516,10
Success,2138,2133,1725,13,50,291,528,10
Success,2167,2089,1659,13,0,0,0,11
Invalid,2072,2381,1668,13,50,285,561,10
Regression,2622,2310,1600,14,52,287,439,10
Regression,2629,2227,1867,13,59,325,505,10
Success,2268,2392,1698,13,50,325,480,10
Success,2305,2377,1889,13,50,287,580,10
Success,2170,1962,1570,13,52,295,508,10
Regression,2562,2452,1827,13,54,319,537,10
Invalid,2407,2032,1825,13,50,293,531,10
Success,2267,2304,1746,13,59,317,470,10
Invalid,1825,1673,1024,9,32,152,295,6
Invalid,2464,2248,1876,13,59,321,486,10
Invalid,2354,2941,1727,13,54,292,477,10
Regression,2585,2294,1903,13,54,319,469,10
Success,2342,1939,1754,13,59,319,504,10
Success,2290,2513,1658,13,52,285,481,10
Invalid,3178,2115,2253,13,57,290,380,11
Success,2147,2357,1644,13,50,285,573,10
Invalid,2661,2147,2084,13,59,319,513,10
Success,2268,2190,1750,13,52,287,497,10
Invalid,2237,2024,1755,13,50,293,516,10
Success,2389,2157,1835,13,52,287,508,10
Regression,4936,5705,1689,14,52,285,3683,10
Invalid,2180,2111,1623,13,52,289,513,10
Success,2187,1981,1716,13,50,287,512,10
Success,2246,1929,1666,13,50,289,503,10
Success,2161,2148,1792,13,50,285,514,10
Invalid,2615,2236,2013,13,59,323,515,10
Invalid,3009,2894,1641,13,52,289,904,10
Success,2198,1976,1677,13,50,289,510,10
Success,2265,2339,1736,13,50,285,570,10
Regression,2604,2182,1601,14,52,287,298,10
Regression,4778,5931,1655,14,52,285,3930,10
Success,2204,2025,1646,13,51,290,521,10
Invalid,4831,5509,1730,14,52,285,3524,10
Success,2236,2093,1763,13,59,319,478,10
Invalid,2369,2911,1730,13,60,321,649,10
Invalid,200,92,397,2,0,1,0,2
Regression,2620,2248,1232,10,33,213,303,6
Success,2303,2478,1742,13,50,335,478,10
Success,2200,2157,1746,13,50,293,522,10
Regression,2524,2197,1628,14,52,291,310,10
Invalid,2502,2263,1790,14,52,300,321,10
Invalid,2739,2972,1731,13,59,315,471,10
Regression,2702,2241,1726,13,59,317,481,10
Success,2185,2125,1674,13,0,0,0,11
Success,2212,2214,1700,13,50,285,504,10
Error,2120,1109,1210,10,31,156,297,6
Invalid,2473,4147,2150,14,77,437,332,14
Success,2273,2762,1665,13,52,329,531,10
Success,2165,2287,1601,13,50,298,470,10
Invalid,2180,2282,1681,13,0,0,0,11
Success,2217,2719,1747,13,50,331,498,10
Success,2288,2483,1684,13,59,321,469,10
Invalid,2363,2033,1808,13,50,289,513,10
Success,2228,2046,1637,13,59,317,499,10
Regression,4711,8101,1799,13,73,538,564,10
Invalid,2087,2395,1776,13,59,321,481,10
Success,2436,2109,1736,13,59,321,509,10
Success,2281,1956,1913,13,50,293,510,10
Invalid,1044,1123,1035,6,30,151,249,6
Success,2110,2519,1756,13,59,321,490,10
Success,2263,2266,1708,13,50,325,472,10
Success,2293,2097,1697,13,59,319,519,10
Invalid,3831,3940,1683,13,52,285,1915,10
Regression,2686,2349,1623,13,52,287,507,10
Regression,2699,3103,1611,13,52,293,1220,10
Success,2172,2453,1657,13,50,285,568,10
Success,2189,2529,1612,13,51,296,504,10
Invalid,1650,1771,1516,12,58,321,361,10
Invalid,2295,2129,1777,13,50,287,532,10
Success,2474,2251,1587,13,52,287,323,10
Invalid,2477,2598,1790,13,54,290,478,10
Invalid,2347,2158,1608,13,52,289,505,10
Success,2181,1946,1664,13,50,285,505,10
Invalid,2110,1896,1599,13,50,285,508,10
Success,2310,1981,1757,13,50,289,520,10
Invalid,2374,2064,1714,13,59,321,468,10
Success,2119,2311,1610,13,59,323,479,10
Success,2185,1951,1607,13,52,293,514,10
Error,2375,1499,1174,10,31,203,287,6
Invalid,3630,4487,1654,14,52,291,2152,10
Invalid,2727,2431,1602,14,52,289,545,10
Success,2086,2406,1597,13,50,319,501,10
Regression,2639,3421,1482,13,0,0,0,11
Success,2085,2218,1560,13,50,333,486,10
Regression,2708,2601,1656,13,61,320,360,10
Success,2409,2519,1706,13,50,329,492,10
Success,2118,2131,1629,13,50,335,504,10
Success,2086,2212,1758,13,59,321,541,10
Success,2238,2519,1686,13,50,287,565,10
Success,2392,3338,1617,13,54,334,491,10
Invalid,2374,1965,1996,13,50,287,531,10
Success,2204,2308,1643,13,59,319,473,10
Invalid,2759,2212,2109,13,59,319,470,10
Regression,2533,2409,1685,13,52,289,308,10
Success,2189,2218,1640,13,50,331,476,10
Success,2261,2336,1643,13,50,296,480,10
Success,2186,1833,1679,13,0,0,0,11
Regression,2618,2044,1872,13,59,321,502,10
Invalid,2207,2965,1821,12,57,314,176,10
Invalid,2795,2423,1579,13,50,293,541,10
Invalid,2180,2111,1623,13,52,289,513,10
Regression,2597,2129,1840,13,59,323,529,10
Success,2334,2479,1650,13,52,289,492,10
Invalid,2470,2228,1681,13,59,319,475,10
Invalid,2186,2394,1754,13,59,321,468,10
Regression,2812,2144,1625,14,52,285,311,10
Success,2253,2539,1696,13,59,317,483,10
Invalid,2132,2222,1561,13,59,321,510,10
Success,2247,2107,1683,13,50,287,515,10
Success,2112,2152,1670,13,50,335,495,10
Success,2285,2159,1717,13,60,318,349,10
Invalid,2531,2434,1841,13,54,323,507,10
Success,2116,1983,1673,13,50,293,512,10
Regression,2854,2168,1658,14,52,285,311,10
Invalid,2256,2647,1779,13,58,317,367,10
Invalid,2635,2441,3034,13,54,315,491,10
Success,2441,2505,1754,13,54,286,467,10
Invalid,2326,2238,1616,13,59,321,495,10
Regression,2756,2553,1646,13,52,291,638,10
Success,2238,2030,1692,13,59,319,509,10
Success,2321,2205,1661,13,52,291,494,10
Success,2275,2889,1675,13,52,334,513,10
Invalid,1939,1852,1130,9,32,160,284,6
Success,2101,2379,1649,13,50,285,559,10
Regression,2653,2197,1659,13,52,285,325,10
Success,2255,2190,1777,13,59,319,453,10
Invalid,2547,2948,2008,13,67,361,558,10
Invalid,2256,2142,1810,13,50,293,509,10
Success,2240,2300,1713,13,59,325,473,10
Regression,5160,10512,1630,13,73,542,737,10
Regression,3104,1884,3078,12,49,285,376,10
Success,2403,2140,1760,13,59,317,514,10
Regression,2613,2052,1879,13,59,323,503,10
Regression,2735,2877,1754,13,52,289,1288,10
Success,2163,2361,1593,13,59,323,476,10
Success,2129,2497,1687,13,50,289,574,10
Regression,5720,10309,1718,13,73,536,601,10
Invalid,2272,2846,1671,13,54,290,512,10
Regression,2890,2215,2172,13,50,291,507,10
Success,2202,2261,1684,13,50,287,545,10
Invalid,2797,2141,2049,13,52,289,503,10
Success,2165,2588,1593,13,50,291,579,10
Regression,2557,2049,1983,13,59,317,477,10
Invalid,2280,1955,1712,13,0,0,0,11
Invalid,3424,3970,1618,13,52,289,1911,10
Regression,3177,3193,2065,13,52,289,1073,10
Invalid,2033,2101,1544,13,50,335,492,10
Error,2112,1169,1191,10,31,156,300,6
Invalid,2488,2238,2036,13,50,293,533,10
Success,2361,2545,1779,13,51,335,483,10
Success,2105,2413,1665,13,50,375,524,10
Invalid,2085,2639,1608,13,59,319,513,10
Success,2106,1935,1786,13,0,0,0,11
Invalid,2310,2368,1770,13,61,322,562,10
Success,2234,2284,1671,13,50,333,473,10
Regression,4298,5208,1777,14,52,293,3300,10
Success,2233,2403,1578,13,50,292,475,10
Invalid,2398,2204,2051,13,50,285,506,10
Regression,2507,2128,1857,13,59,317,508,10
Success,2072,2154,1553,13,50,285,509,10
Success,2153,2071,1750,13,59,321,476,10
Success,2380,2875,1736,13,52,334,498,10
Invalid,2521,2323,1895,13,50,294,546,10
Invalid,2527,2376,1738,13,60,318,364,10
Invalid,2353,2498,1690,13,50,287,512,10
Regression,2873,2354,1732,13,52,291,414,10
Invalid,1044,1104,794,6,30,153,254,6
Regression,2830,2264,1690,14,52,285,304,10
Invalid,2328,2344,1639,13,52,287,516,10
Success,2274,2262,1621,13,52,287,491,10
Invalid,2545,2241,1694,13,59,321,549,10
Success,2383,2207,1702,13,52,285,514,10
Invalid,2297,2111,1329,9,32,159,283,6
Invalid,2155,2221,1455,13,52,287,496,10
Success,2460,2502,1816,13,52,289,476,10
Invalid,2892,4452,1519,13,63,373,565,10
Success,2292,2498,1762,13,50,335,494,10
Invalid,2563,2052,1922,13,59,323,502,10
Invalid,1504,1886,1343,12,57,315,362,10
Invalid,2371,2383,1743,13,51,335,497,10
Invalid,1776,1633,1292,9,32,154,296,6
Invalid,2120,1999,1686,13,50,289,514,10
Invalid,6031,1397,1176,10,29,165,321,6
Success,2245,2304,1690,13,50,373,497,10
Invalid,2263,2750,1657,13,59,321,475,10
Regression,2625,2809,1663,13,53,289,708,10
Regression,4026,2069,3267,13,52,287,512,10
Invalid,2413,3084,1905,10,44,283,144,3
Regression,4750,8182,1808,13,73,534,580,10
Success,2246,2399,1611,13,50,287,561,10
Invalid,2235,1953,1625,13,52,293,516,10
Invalid,1595,1884,1410,12,57,319,398,10
Success,2150,2375,1631,13,50,293,551,10
Invalid,5109,6072,1760,13,52,289,3738,10
Invalid,1796,1636,1055,9,32,152,288,6
Invalid,3138,3097,1667,13,61,324,835,10
Regression,2704,2823,1720,13,52,287,1211,10
Invalid,2550,3468,1963,13,59,318,302,10
Invalid,3029,2362,1694,14,52,287,313,10
Success,2209,1944,1720,13,50,287,511,10
Success,2269,1993,1867,13,50,287,525,10
Success,2163,2359,1793,13,50,327,593,10
Success,2195,1697,1743,13,0,0,0,11
Success,2463,2107,1809,13,59,319,524,10
Invalid,1148,1456,746,6,30,193,254,6
Success,2274,2045,1873,13,50,289,525,10
Success,2243,2215,1787,13,50,331,482,10
Invalid,2837,2133,2289,13,59,315,470,10
Regression,2824,2224,1603,13,52,291,310,10
Success,2268,2481,1677,13,52,287,486,10
Regression,4735,5200,1798,14,52,287,3269,10
Success,2287,2157,1620,13,59,323,510,10
Success,2117,2005,1611,13,50,289,521,10
Success,2342,1966,1741,13,52,291,472,10
Invalid,2838,1933,3003,12,50,286,388,10
Success,2325,2397,1804,13,59,325,470,10
Success,2192,1949,1680,13,0,0,0,11
Success,2272,2057,1759,13,52,287,516,10
Invalid,2984,2369,1695,14,52,285,326,10
Invalid,2133,2196,1792,13,58,315,349,10
Invalid,3197,3235,1618,14,52,289,1151,10
Success,2255,2043,1894,13,50,289,523,10
Success,2037,2140,1669,13,50,331,484,10
Invalid,2249,2163,1926,13,0,0,0,11
Success,2268,2392,1698,13,50,325,480,10
Invalid,1370,1763,840,6,30,189,261,6
Regression,3243,3126,1646,14,52,295,940,10
Success,2235,1973,1700,13,50,291,517,10
Invalid,2566,2662,1718,13,63,331,520,10
Invalid,2378,2357,1835,13,50,333,468,10
Success,2213,2125,1686,13,50,287,510,10
Invalid,2174,2356,1574,13,59,321,469,11
Regression,2831,2190,1627,14,52,287,349,10
Invalid,2478,2459,1838,13,50,337,504,10
Success,2300,2366,1911,13,50,289,621,10
Regression,2608,2498,1916,13,62,329,499,10
Success,2093,2272,1582,13,50,289,546,10
Success,2199,2015,1743,13,0,0,0,11
Success,2152,1961,1638,13,50,287,519,10
Invalid,3317,2248,1762,13,59,319,467,10
Invalid,3688,3964,1660,14,52,291,1916,10
Invalid,4486,5411,1760,14,52,289,3081,10
Regression,2509,2379,2006,13,59,377,518,10
Invalid,2272,2128,1718,13,52,292,521,10
Success,2184,1974,1664,13,50,287,521,10
Invalid,2283,2095,1694,13,59,321,493,10
Success,2274,2934,1684,13,50,327,483,10
Success,2187,1966,1621,13,50,285,525,10
Regression,3022,2439,2114,13,50,287,587,10
Invalid,3098,1806,3196,12,49,281,379,10
Invalid,2205,2200,1767,13,50,289,553,10
Success,2290,2931,1863,12,57,320,198,10
Regression,5079,10626,1654,13,73,540,586,10
Regression,2601,2262,1830,13,54,288,493,10
Regression,3908,2357,3257,14,60,292,501,11
Regression,2656,2357,1946,13,52,285,466,10
Invalid,2237,2138,1905,13,58,301,524,10
Success,2286,2325,1646,13,52,285,534,10
Invalid,1037,1034,802,6,30,151,244,6
Success,2269,2135,1658,13,54,286,495,10
Regression,2945,2431,1937,13,59,317,460,10
Success,2389,2195,1773,13,52,287,521,10
Invalid,1591,1820,1351,12,57,315,366,10
Success,2126,2356,1748,13,59,319,488,10
Success,2350,2325,1786,13,50,327,577,10
Success,2432,2310,2833,13,54,317,472,10
Success,2216,2127,1669,13,50,289,514,10
Success,2259,2850,1660,13,52,340,501,10
Success,2242,2180,1664,13,59,319,487,10
Success,2195,1951,1745,13,50,287,513,10
Success,2426,2828,1749,13,50,323,470,10
Invalid,2433,2956,1663,13,52,327,522,10
Success,2232,2229,1660,13,50,329,472,10
Invalid,4785,8717,1791,13,73,538,584,10
Success,2232,1959,1680,13,52,287,502,10
Invalid,2245,2024,1630,13,59,317,513,10
Success,2219,2339,1588,13,59,321,474,10
Invalid,2331,2751,1696,13,54,300,558,10
Invalid,1160,1458,954,6,30,195,248,6
Regression,2786,2307,1647,14,52,289,318,10
Success,2234,2353,1685,13,59,325,466,10
Invalid,2205,2825,1726,13,59,323,474,10
Regression,4985,5289,1762,14,52,287,3346,10
Success,2192,2442,1817,13,59,323,482,10
Success,2233,1914,1691,13,50,285,512,10
Success,2283,1964,1747,13,59,323,500,10
Invalid,2226,2016,1921,13,50,289,523,10
Invalid,2261,2341,1746,13,50,335,640,10
Invalid,4930,6542,1650,13,52,285,3444,10
Regression,4471,5265,1682,14,52,289,3020,10
Success,2228,2313,1619,13,50,285,548,10
Success,2398,2425,1697,13,54,290,497,10
Invalid,2209,2698,1629,13,67,363,500,10
Invalid,2200,1940,1656,13,50,285,506,10
Invalid,2114,2470,1697,13,50,331,546,10
Invalid,2175,1146,1294,10,31,158,296,6
Invalid,2366,2776,2093,12,57,318,162,10
Success,2484,2010,2056,13,59,321,493,10
Invalid,3433,6249,1555,13,54,440,603,10
Regression,2857,2262,1650,13,52,285,310,10
Success,2183,2208,1699,13,58,317,339,10
Success,2175,2280,1589,13,50,285,554,10
Invalid,2301,2373,1752,13,51,335,502,10
Success,2245,2116,1704,13,50,285,520,10
Success,2170,2292,1812,13,59,321,480,10
Success,2385,2434,2869,13,55,319,493,10
Invalid,2483,2461,1744,13,54,314,496,10
Regression,4886,5766,1702,14,52,287,3573,10
Success,2109,2251,1613,13,50,287,520,10
Invalid,3037,2365,2083,13,50,289,519,10
Regression,2521,2026,1829,13,59,319,563,10
Invalid,3445,3873,1627,14,52,287,1935,10
Success,2374,2159,1713,13,54,286,486,10
Invalid,2387,2279,1751,13,54,319,476,10
Invalid,2587,2405,1900,13,52,289,479,10
Success,2249,2249,1673,13,50,327,473,10
Invalid,2837,2805,1636,14,52,285,851,10
Invalid,2523,2387,1851,13,54,292,500,10
Success,2197,1919,1741,13,50,289,501,10
Invalid,3456,2195,2413,13,57,288,382,11
Invalid,2766,3240,1696,13,59,347,647,10
Invalid,2166,2623,1631,13,59,319,515,10
Regression,2724,3655,1681,13,52,339,528,10
Success,2447,2173,1817,13,54,290,486,10
Regression,2654,2360,1972,13,59,379,522,10
Success,2382,2340,1776,13,52,287,547,10
Invalid,2337,2219,1899,13,50,289,555,10
Regression,3225,883,2847,8,15,112,107,6
Success,2197,2448,1671,13,59,323,471,10
Success,2159,2640,1637,13,50,287,550,10
Success,2256,2128,1660,13,59,319,470,10
Success,2256,1919,1767,13,50,287,511,10
Invalid,2307,1957,1780,13,59,321,461,10
Invalid,2205,1954,1609,13,50,287,510,10
Success,2258,2283,1647,13,52,293,499,10
Success,2402,2514,1773,13,50,294,488,10
Success,2392,2594,1742,13,54,288,478,10
Success,2280,2215,1728,13,52,287,524,10
Invalid,2316,1977,1953,13,50,291,520,10
Success,2279,2489,1667,13,50,331,473,10
Regression,7321,12412,1685,13,73,544,753,10
Success,2160,2362,1614,13,60,297,510,10
Error,2346,2265,1036,9,32,159,274,6
Invalid,2339,2160,1709,13,50,289,552,10
Invalid,2104,2499,1799,13,59,321,701,10
Invalid,2415,3342,1791,13,59,319,481,10
Invalid,2224,2391,1786,13,59,319,494,11
Success,2197,1967,1665,13,50,287,526,10
Success,2142,2353,1578,13,52,289,525,10
Success,2268,2096,1635,13,60,327,514,10
Regression,2800,2211,1568,13,52,293,291,10
Success,2084,2134,1745,13,59,321,530,10
Success,2245,1964,1719,13,50,289,518,10
Invalid,2415,2222,1853,13,59,319,529,10
Success,2138,2587,1614,13,50,329,513,10
Regression,2566,2472,1949,13,59,379,601,10
Success,2273,2740,1636,13,52,329,520,10
Invalid,2486,2198,1723,13,59,321,473,10
Success,2342,2378,1582,13,52,287,492,10
Invalid,2458,2113,1817,13,59,327,554,10
Invalid,2593,2296,1892,13,50,317,503,10
Success,2160,2320,1651,13,50,321,488,10
Success,2274,2304,1646,13,52,287,535,10
Success,2326,1932,1779,13,50,289,502,10
Invalid,2186,2321,1664,13,58,319,560,10
Regression,2509,2173,1968,13,59,321,527,10
Invalid,2457,2094,1854,13,0,0,0,11
Regression,2556,1971,1913,13,59,319,461,10
Regression,2975,2265,1620,13,52,285,311,10
Invalid,2321,2152,1824,13,59,317,499,10
Success,2334,3676,1526,13,0,0,0,11
Success,2126,2248,1668,13,50,335,492,10
Invalid,4841,8266,1910,13,73,532,566,10
Success,2230,2017,1715,13,52,289,499,10
Invalid,3640,2618,2802,14,66,296,531,11
Invalid,2097,2562,1663,13,50,333,499,10
Success,2266,2195,1585,13,59,321,525,10
Invalid,2726,2551,1749,13,52,285,497,10
Regression,2547,2494,1903,13,52,293,467,10
Success,2326,2231,1678,13,52,289,481,10
Regression,2812,2237,1631,13,53,286,311,10
Invalid,3409,3855,1658,14,52,289,1901,10
Success,2308,1913,1742,13,50,287,517,10
Success,2389,2117,1697,13,54,296,484,10
Invalid,1823,1659,1250,9,32,152,294,6
Invalid,2397,2450,1689,13,54,296,519,10
Invalid,2440,2778,1768,13,52,333,533,10
Invalid,2151,1955,1627,13,50,291,510,10
Invalid,2176,2756,1822,13,50,289,625,10
Success,2489,2106,1806,13,55,319,469,10
Invalid,2285,2889,1545,13,50,339,500,10
Regression,2796,2253,1626,13,52,289,295,10
Success,2215,2468,1820,13,50,287,564,10
Invalid,2889,3268,1667,13,52,293,1398,10
Success,2222,2220,1628,13,52,285,520,10
Invalid,2173,2828,1806,13,66,349,381,10
Invalid,2721,2061,1953,13,50,291,526,10
Success,2182,2464,1671,13,50,285,582,10
Regression,2997,2323,1607,13,52,287,321,10
Invalid,2395,2196,1838,13,59,379,495,10
Success,2128,2566,1576,13,50,287,579,10
Success,2219,2135,1673,13,50,287,518,10
Regression,2542,2198,1629,13,52,291,298,10
Success,2342,2493,1742,13,52,293,472,10
Success,2235,1979,1641,13,50,285,511,10
Success,2448,3276,1556,13,54,338,513,10
Invalid,2206,2214,1582,13,50,291,520,10
Invalid,2237,1893,1937,13,59,319,462,10
Success,2147,1973,1661,13,50,287,515,10
Success,2131,2578,1607,13,50,291,569,10
Invalid,4810,5612,1718,13,52,285,3641,10
Invalid,2102,2020,1586,13,52,287,511,10
Regression,2512,2392,2934,13,54,319,493,10
Success,2175,2843,1564,13,59,321,534,10
Regression,2555,2331,1837,13,59,353,595,10
Success,2229,2369,1615,13,59,319,473,10
Regression,2569,2309,1617,14,52,289,361,10
Success,2171,2352,1800,13,59,318,468,10
Success,2112,2345,1607,13,50,289,521,10
Invalid,2857,2594,1618,13,61,326,424,10
Success,2125,2298,1676,13,59,319,474,10
Regression,4755,9704,1645,13,73,536,582,10
Success,2106,2203,1687,13,50,285,537,10
Success,2287,2518,1692,13,60,318,342,10
Success,2246,1814,1774,13,0,0,0,11
Invalid,2337,2219,1899,13,50,289,555,10
Success,2253,1919,1868,13,50,289,507,10
Error,2311,2206,1033,9,32,157,282,6
Success,2282,2487,1684,13,52,287,498,10
Success,2115,2137,1784,13,59,325,507,10
Invalid,2270,2305,1635,13,52,287,493,10
Success,2277,2208,1689,13,52,287,515,10
Success,2181,2272,1775,13,59,315,476,10
Regression,2840,2258,1595,13,52,285,307,10
Regression,6113,10869,1732,13,73,540,579,10
Regression,2630,2183,1575,14,52,293,322,10
Invalid,1527,1878,1468,12,57,321,392,10
Regression,2542,2259,1816,13,54,292,482,10
Success,2184,2327,1666,13,59,321,486,10
Success,2440,2728,1804,13,54,312,489,10
Invalid,2353,2295,1744,13,59,319,476,10
Success,2351,2486,1695,13,50,289,464,10
Invalid,2298,2660,1721,13,50,291,476,10
Invalid,2194,2044,1724,13,59,321,506,10
Invalid,2295,2129,1777,13,50,287,532,10
Regression,2604,2046,1924,13,59,321,499,10
Success,2196,2125,1698,13,0,0,0,11
Success,2160,2398,1656,13,50,285,563,10
Invalid,2218,2729,1605,13,59,325,542,10
Invalid,2120,1999,1686,13,50,289,514,10
Success,2243,2290,1767,13,50,289,519,10
Invalid,2072,2381,1668,13,50,285,561,10
Invalid,2273,2358,1663,13,50,289,556,10
Success,2311,1938,1708,13,52,285,506,10
Invalid,2804,2003,1934,13,59,319,485,10
Regression,2747,2186,1681,13,52,291,339,10
Invalid,2387,2419,1672,13,50,333,483,10
Regression,2652,2266,1644,14,52,289,339,10
Success,2238,2012,1757,13,52,287,503,10
Success,2212,2173,1654,13,59,319,478,10
Success,2101,2497,1604,13,59,323,482,10
Invalid,2574,2078,2067,13,59,317,504,10
Invalid,3831,3940,1683,13,52,285,1915,10
Success,2094,2414,1650,13,50,287,577,10
Success,2315,2077,1741,13,52,289,490,10
